Post Office,Zip Code,Related Post Office,Local Jurisdiction,AAA-PSA,AAA Name
MILLBORO,24460,MILBORO SPRGS,Bath Co,06,Valley Program for Aging Services	 Inc. 
MILLERS TAVERN,23115,MILLERS TAVRN,Essex Co,17/18,Bay Aging
MILLWOOD,22646,,Clarke Co,07,Shenandoah Area Agency on Aging	 Inc. 
MINERAL,23117,,Louisa Co,10,Jefferson Area Board for Aging
MINT SPRING,24463,,Augusta Co,06,Valley Program for Aging Services	 Inc. 
MITCHELLS,22729,,Culpeper Co,09,Rappahannock-Rapidan Community Svs. Board
MODEST TOWN,23412,,Accomack Co,22,Eastern Shore Area Agency on Aging
MOLLUSK,22517,,Lancaster Co,17/18,Bay Aging
MONETA,24121,SCRUGGS,Bedford Co,11,Central Virginia Area Agency on Aging	 Inc. 
MONROE,24574,,Amherst Co,11,Central Virginia Area Agency on Aging	 Inc. 
MONTEBELLO,24464,,Nelson Co,10,Jefferson Area Board for Aging
,,Related,Local,,
Post Office  Zip Code,,Post Office,Jurisdiction,AAA-PSA,AAA Name
MONTEREY 24465,,HIGHTOWN,Highland Co,06,Valley Program for Aging Services	 Inc. 
MONTPELIER 23192,,,Hanover Co,15,Senior Connections: Capital Area Agency on Aging
MONTPELIER STATION 22957,,,Orange Co,09,Rappahannock-Rapidan Community Svs. Board
MONTROSS 22520,,,Westmoreland Co,17/18,Bay Aging
MONTVALE 24122,,,Bedford Co,11,Central Virginia Area Agency on Aging	 Inc. 
MOON 23119,,,Mathews Co,17/18,Bay Aging
MORATTICO 22523,,,Lancaster Co,17/18,Bay Aging
MOSELEY 23120,,,Chesterfield Co,15,Senior Connections: Capital Area Agency on Aging
MOUNT CRAWFORD 22841,,CROSSKEYS,Rockingham Co,06,Valley Program for Aging Services	 Inc. 
MOUNT HOLLY 22524,,,Westmoreland Co,17/18,Bay Aging
MOUNT JACKSON 22842,,SOUTH JACKSON,Shenandoah Co,07,Shenandoah Area Agency on Aging	 Inc. 
MOUNT SIDNEY 24467,,,Augusta Co,06,Valley Program for Aging Services	 Inc. 
MOUNT SOLON 22843,,,Augusta Co,06,Valley Program for Aging Services	 Inc. 
MOUNT VERNON 22121,,,Fairfax Co,08C,Fairfax Area Agency on Aging
MOUTH OF WILSON 24363,,,Grayson Co,03,District Three Senior Services
MUSTOE 24468,,,Highland Co,06,Valley Program for Aging Services	 Inc. 
NARROWS 24124,,,Giles Co,04,New River Valley Agency on Aging
NARUNA 24576,,,Campbell Co,11,Central Virginia Area Agency on Aging	 Inc. 
NASSAWADOX 23413,,WEIRWOOD,Northhampton Co,22,Eastern Shore Area Agency on Aging
NATHALIE 24577,,LENNIG,Halifax Co,13,Lake Country Area Agency on Aging
NATURAL BRIDGE 24578,,,Rockbridge Co,06,Valley Program for Aging Services	 Inc. 
NATURAL BRIDGE STATION 24579,,,Rockbridge Co,06,Valley Program for Aging Services	 Inc. 
NELLYSFORD 22958,,WINTERGREEN,Nelson Co,10,Jefferson Area Board for Aging
NELSON 24580,,,Mecklenburg Co,13,Lake Country Area Agency on Aging
NELSONIA 23414,,,Accomack Co,22,Eastern Shore Area Agency on Aging
NEW CANTON 23123,,,Buckingham Co,14,Piedmont Sr. Resources Area Agency on Aging
NEW CASTLE 24127,,,Craig Co,05,LOA - Area Agency on Aging	 Inc. 
NEW CHURCH  23415,,,Accomack Co,22,Eastern Shore Area Agency on Aging
NEW HOPE 24469,,,Augusta Co,06,Valley Program for Aging Services	 Inc. 
NEW KENT 23124,,,New Kent Co,15,Senior Connections: Capital Area Agency on Aging
NEW MARKET 22844,,ALPINE,Shenandoah Co,07,Shenandoah Area Agency on Aging	 Inc. 
NEW POINT 23125,,,Mathews Co,17/18,Bay Aging
NEW RIVER 24129,,,Radford City,04,New River Valley Agency on Aging
NEWBERN 24126,,,Pulaski Co,04,New River Valley Agency on Aging
NEWINGTON 22122,,,Fairfax Co,08C,Fairfax Area Agency on Aging
NEWPORT 24128,,,Giles Co,04,New River Valley Agency on Aging
NEWPORT NEWS 23601,,,Newport News City,21,Peninsula Agency on Aging
NEWPORT NEWS 23602,,,Newport News City,21,Peninsula Agency on Aging
NEWPORT NEWS 23603,,LEE HALL,Newport News City,21,Peninsula Agency on Aging
NEWPORT NEWS 23605,,HAMPTON,Newport News City,21,Peninsula Agency on Aging
,,Related,Local,,
Post Office,Zip Code,Post Office,Jurisdiction,AAA-PSA,AAA Name
NEWPORT NEWS,23606,,Newport News City,21,Peninsula Agency on Aging
NEWPORT NEWS,23607,,Newport News City,21,Peninsula Agency on Aging
NEWPORT NEWS,23608,,Newport News City,21,Peninsula Agency on Aging
NEWPORT NEWS,23609,,Newport News City,21,Peninsula Agency on Aging
NEWPORT NEWS,23612,,Newport News City,21,Peninsula Agency on Aging
NEWPORT NEWS,23628,,Newport News City,21,Peninsula Agency on Aging
NEWSOMS,23874,NEUSONS,Southampton Co,20,Senior Services of Southeastern Virginia
NEWTOWN,23126,,King and Queen Co,17/18,Bay Aging
NICKELSVILLE,24271,,Scott Co,01,Mountain Empire Older Citizens	 Inc 
NINDE,22526,,King George Co,16,Rappahannock Area Agency on Aging	 Inc. 
NOKESVILLE,20181,,Prince William Co,08E,Prince William Area Agency on Aging
NOKESVILLE,20182,,Prince William Co,08E,Prince William Area Agency on Aging
NORA,24272,,Dickenson Co,02,Appalachian Agency for Senior Citizens	 Inc. 
NORFOLK,23501,,Norfolk City,20,Senior Services of Southeastern Virginia
NORFOLK,23502,,Norfolk City,20,Senior Services of Southeastern Virginia
NORFOLK,23503,,Norfolk City,20,Senior Services of Southeastern Virginia
NORFOLK,23504,,Norfolk City,20,Senior Services of Southeastern Virginia
NORFOLK,23505,,Norfolk City,20,Senior Services of Southeastern Virginia
NORFOLK,23506,,Norfolk City,20,Senior Services of Southeastern Virginia
NORFOLK,23507,,Norfolk City,20,Senior Services of Southeastern Virginia
NORFOLK,23508,,Norfolk City,20,Senior Services of Southeastern Virginia
NORFOLK,23509,,Norfolk City,20,Senior Services of Southeastern Virginia
NORFOLK,23510,,Norfolk City,20,Senior Services of Southeastern Virginia
NORFOLK,23511,,Norfolk City,20,Senior Services of Southeastern Virginia
NORFOLK,23512,,Norfolk City,20,Senior Services of Southeastern Virginia
NORFOLK,23513,,Norfolk City,20,Senior Services of Southeastern Virginia
NORFOLK,23514,,Norfolk City,20,Senior Services of Southeastern Virginia
NORFOLK,23515,,Norfolk City,20,Senior Services of Southeastern Virginia
NORFOLK,23517,,Norfolk City,20,Senior Services of Southeastern Virginia
NORFOLK,23518,,Norfolk City,20,Senior Services of Southeastern Virginia
NORFOLK,23519,,Norfolk City,20,Senior Services of Southeastern Virginia
NORFOLK,23520,,Virginia Beach City,20,Senior Services of Southeastern Virginia
NORFOLK,23521,,Virginia Beach City,20,Senior Services of Southeastern Virginia
NORFOLK,23523,,Norfolk City,20,Senior Services of Southeastern Virginia
NORFOLK,23529,,Norfolk City,20,Senior Services of Southeastern Virginia
NORFOLK,23530,,Norfolk City,20,Senior Services of Southeastern Virginia
NORFOLK,23541,,Norfolk City,20,Senior Services of Southeastern Virginia
NORFOLK,23551,,Norfolk City,20,Senior Services of Southeastern Virginia
NORGE,23127,,James City Co,21,Peninsula Agency on Aging
NORTH,23128,JAMES STORE,Mathews Co,17/18,Bay Aging
,,Related,Local,,
Post Office,Zip Code,Post Office,Jurisdiction,AAA-PSA,AAA Name
NORTH GARDEN,22959,SOUTH GARDEN,Albemarle Co,10,Jefferson Area Board for Aging
NORTH TAZEWELL,24630,TIPTOP,Tazewell Co,02,Appalachian Agency for Senior Citizens	 Inc. 
NORTON,24273,ESSERVILLE,Wise Co,01,Mountain Empire Older Citizens	 Inc 
NORWOOD,24581,,Nelson Co,10,Jefferson Area Board for Aging
NOTTOWAY,23955,,Nottoway Co,14,Piedmont Sr. Resources Area Agency on Aging
NUTTSVILLE,22528,,Lancaster Co,17/18,Bay Aging
OAK HALL,23396,,Accomack Co,22,Eastern Shore Area Agency on Aging
OAK HALL,23416,,Accomack Co,22,Eastern Shore Area Agency on Aging
OAKPARK,22730,,Madison Co,09,Rappahannock-Rapidan Community Svs. Board
OAKTON,22124,VIENNA,Fairfax Co,08C,Fairfax Area Agency on Aging
OAKWOOD,24631,PATTERSON,Buchanan Co,02,Appalachian Agency for Senior Citizens	 Inc. 
OCCOQUAN,22125,,Prince William Co,08E,Prince William Area Agency on Aging
OILVILLE,23129,,Goochland Co,15,Senior Connections: Capital Area Agency on Aging
OLDHAMS,22529,,Westmoreland Co,17/18,Bay Aging
ONANCOCK,23417,,Accomack Co,22,Eastern Shore Area Agency on Aging
ONEMO,23130,,Mathews Co,17/18,Bay Aging
ONLEY,23418,,Accomack Co,22,Eastern Shore Area Agency on Aging
OPHELIA,22530,,Northumberland Co,17/18,Bay Aging
ORANGE,22960,MONTFORD,Orange Co,09,Rappahannock-Rapidan Community Svs. Board
ORDINARY,23131,,Gloucester Co,17/18,Bay Aging
ORISKANY,24130,,Botetourt Co,05,LOA - Area Agency on Aging	 Inc. 
ORKNEY SPRINGS,22845,ORKNEY SPGS,Shenandoah Co,07,Shenandoah Area Agency on Aging	 Inc. 
ORLEAN,20128,,Fauquier Co,09,Rappahannock-Rapidan Community Svs. Board
OYSTER,23419,,Northhampton Co,22,Eastern Shore Area Agency on Aging
PAEONIAN SPRINGS,20129,,Loudoun Co,08D,Loudoun Co Area Agency on Aging
PAINT BANK,24131,,Craig Co,05,LOA - Area Agency on Aging	 Inc. 
PAINTER,23420,,Accomack Co,22,Eastern Shore Area Agency on Aging
PALMYRA,22963,BYBEE,Fluvanna Co,10,Jefferson Area Board for Aging
PAMPLIN,23958,DARLINGTON HEIGHTS,Prince Edward Co,14,Piedmont Sr. Resources Area Agency on Aging
PARIS,20130,,Loudoun Co,08D,Loudoun Co Area Agency on Aging
PARKSLEY,23421,LEE MONT,Accomack Co,22,Eastern Shore Area Agency on Aging
PARROTT,24132,,Radford City,04,New River Valley Agency on Aging
PARTLOW,22534,,Spotsylvania Co,16,Rappahannock Area Agency on Aging	 Inc. 
PATRICK SPRINGS,24133,,Patrick Co,12,Southern Area Agency on Aging	 Inc. 
PEARISBURG,24134,,Giles Co,04,New River Valley Agency on Aging
PEMBROKE,24136,,Giles Co,04,New River Valley Agency on Aging
PENHOOK,24137,,Franklin Co,12,Southern Area Agency on Aging	 Inc. 
PENN LAIRD,22846,,Rockingham Co,06,Valley Program for Aging Services	 Inc. 
PENNINGTON GAP,24277,PENNINGTON,Lee Co,01,Mountain Empire Older Citizens	 Inc 
PETERSBURG,23803,ETTRICK,Dinwiddie Co,19,Crater District Area Agency on Aging
,,Related,Local,,
Post Office,Zip Code,Post Office,Jurisdiction,AAA-PSA,AAA Name
PETERSBURG,23804,,Petersburg City,19,Crater District Area Agency on Aging
PETERSBURG,23805,WALNUT HILL,Prince George Co,19,Crater District Area Agency on Aging
PETERSBURG,23806,VIRGINIA STATE UNIV,Chesterfield Co,15,Senior Connections: Capital Area Agency on Aging
PHENIX,23959,,Charlotte Co,14,Piedmont Sr. Resources Area Agency on Aging
PHILOMONT,20131,,Loudoun Co,08D,Loudoun Co Area Agency on Aging
PILGRIMS KNOB,24634,,Buchanan Co,02,Appalachian Agency for Senior Citizens	 Inc. 
PILOT,24138,,Montgomery Co,04,New River Valley Agency on Aging
PINEY RIVER,22964,,Nelson Co,10,Jefferson Area Board for Aging
PITTSVILLE,24139,,Pittsylvania Co,12,Southern Area Agency on Aging	 Inc. 
PLEASANT VALLEY,22848,PLEASANT VLY,Rockingham Co,06,Valley Program for Aging Services	 Inc. 
POCAHONTAS,24635,,Tazewell Co,02,Appalachian Agency for Senior Citizens	 Inc. 
POQUOSON,23662,HAMPTON,Poquoson City,21,Peninsula Agency on Aging
PORT HAYWOOD,23138,BAVON,Mathews Co,17/18,Bay Aging
PORT REPUBLIC,24471,PT REPUBLIC,Rockingham Co,06,Valley Program for Aging Services	 Inc. 
PORT ROYAL,22535,,Caroline Co,16,Rappahannock Area Agency on Aging	 Inc. 
PORTSMOUTH,23701,,Portsmouth City,20,Senior Services of Southeastern Virginia
PORTSMOUTH,23702,,Portsmouth City,20,Senior Services of Southeastern Virginia
PORTSMOUTH,23703,,Portsmouth City,20,Senior Services of Southeastern Virginia
PORTSMOUTH,23704,,Portsmouth City,20,Senior Services of Southeastern Virginia
PORTSMOUTH,23705,,Portsmouth City,20,Senior Services of Southeastern Virginia
PORTSMOUTH,23707,,Portsmouth City,20,Senior Services of Southeastern Virginia
PORTSMOUTH,23708,,Portsmouth City,20,Senior Services of Southeastern Virginia
PORTSMOUTH,23709,,Portsmouth City,20,Senior Services of Southeastern Virginia
POUND,24279,,Wise Co,01,Mountain Empire Older Citizens	 Inc 
POUNDING MILL,24637,PAINT LICK,Tazewell Co,02,Appalachian Agency for Senior Citizens	 Inc. 
POWHATAN,23139,,Powhatan Co,15,Senior Connections: Capital Area Agency on Aging
PRATTS,22731,,Madison Co,09,Rappahannock-Rapidan Community Svs. Board
PRINCE GEORGE,23875,,Prince George Co,19,Crater District Area Agency on Aging
PROSPECT,23960,,Prince Edward Co,14,Piedmont Sr. Resources Area Agency on Aging
PROVIDENCE FORGE,23140,,New Kent Co,15,Senior Connections: Capital Area Agency on Aging
PULASKI,24301,SNOWVILLE,Pulaski Co,04,New River Valley Agency on Aging
PUNGOTEAGUE,23422,,Accomack Co,22,Eastern Shore Area Agency on Aging
PURCELLVILLE,20132,,Loudoun Co,08D,Loudoun Co Area Agency on Aging
PURCELLVILLE,20134,HILLSBORO,Loudoun Co,08D,Loudoun Co Area Agency on Aging
QUANTICO,22134,MCB QUANTICO,Prince William Co,08E,Prince William Area Agency on Aging
QUANTICO,22135,FBI ACADEMY,Stafford Co,16,Rappahannock Area Agency on Aging	 Inc. 
QUICKSBURG,22847,SHENANDOAH CAVERNS,Shenandoah Co,07,Shenandoah Area Agency on Aging	 Inc. 
QUINBY,23423,,Accomack Co,22,Eastern Shore Area Agency on Aging
QUINQUE,22965,,Greene Co,10,Jefferson Area Board for Aging
QUINTON,23141,,New Kent Co,15,Senior Connections: Capital Area Agency on Aging
,,Related,Local,,
Post Office  Zip Code,,Post Office,Jurisdiction,AAA-PSA,AAA Name
RADFORD 24141,,FAIRLAWN,Radford City,04,New River Valley Agency on Aging
RADFORD 24142,,,Radford City,04,New River Valley Agency on Aging
RADFORD 24143,,,Radford City,04,New River Valley Agency on Aging
RADIANT 22732,,,Madison Co,09,Rappahannock-Rapidan Community Svs. Board
RANDOLPH 23962,,,Charlotte Co,14,Piedmont Sr. Resources Area Agency on Aging
RAPHINE 24472,,,Augusta Co,06,Valley Program for Aging Services	 Inc. 
RAPIDAN 22733,,,Culpeper Co,09,Rappahannock-Rapidan Community Svs. Board
RAPPAHANNOCK ACADEMY22538,,,Caroline Co,16,Rappahannock Area Agency on Aging	 Inc. 
RAVEN  24639,,,Buchanan Co,02,Appalachian Agency for Senior Citizens	 Inc. 
RAWLINGS 23876,,,Brunswick Co,13,Lake Country Area Agency on Aging
RECTORTOWN 20140,,,Fauquier Co,09,Rappahannock-Rapidan Community Svs. Board
RED ASH 24640,,,Tazewell Co,02,Appalachian Agency for Senior Citizens	 Inc. 
RED HOUSE 23963,,,Charlotte Co,14,Piedmont Sr. Resources Area Agency on Aging
RED OAK 23964,,,Charlotte Co,14,Piedmont Sr. Resources Area Agency on Aging
REDWOOD 24146,,,Franklin Co,12,Southern Area Agency on Aging	 Inc. 
REEDVILLE 22539,,,Northumberland Co,17/18,Bay Aging
REMINGTON 22734,,,Fauquier Co,09,Rappahannock-Rapidan Community Svs. Board
REPUBLICAN GROVE 24585,,,Halifax Co,13,Lake Country Area Agency on Aging
RESCUE 23424,,,Isle of Wight Co,20,Senior Services of Southeastern Virginia
RESTON 20190,,HERNDON,Fairfax Co,08C,Fairfax Area Agency on Aging
RESTON 20191,,HERNDON,Fairfax Co,08C,Fairfax Area Agency on Aging
RESTON 20193,,HERNDON,Fairfax Co,08C,Fairfax Area Agency on Aging
RESTON 20194,,HERNDON,Fairfax Co,08C,Fairfax Area Agency on Aging
RESTON 20195,,HERNDON,Fairfax Co,08C,Fairfax Area Agency on Aging
RESTON 20196,,,Fairfax Co,08C,Fairfax Area Agency on Aging
REVA 22735,,,Madison Co,09,Rappahannock-Rapidan Community Svs. Board
RHOADESVILLE 22542,,,Orange Co,09,Rappahannock-Rapidan Community Svs. Board
RICE 23966,,,Prince Edward Co,14,Piedmont Sr. Resources Area Agency on Aging
RICH CREEK 24147,,,Giles Co,04,New River Valley Agency on Aging
RICHARDSVILLE 22736,,,Culpeper Co,09,Rappahannock-Rapidan Community Svs. Board
RICHLANDS 24641,,,Tazewell Co,02,Appalachian Agency for Senior Citizens	 Inc. 
RICHMOND 23218,,CAPITOL,Richmond City,15,Senior Connections: Capital Area Agency on Aging
RICHMOND 23219,,CAPITOL,Richmond City,15,Senior Connections: Capital Area Agency on Aging
RICHMOND 23220,,SAUNDERS,Richmond City,15,Senior Connections: Capital Area Agency on Aging
RICHMOND 23221,,STEWART,Richmond City,15,Senior Connections: Capital Area Agency on Aging
RICHMOND 23222,,,Henrico Co,15,Senior Connections: Capital Area Agency on Aging
RICHMOND 23223,,CHURCHILL,Henrico Co,15,Senior Connections: Capital Area Agency on Aging
RICHMOND 23224,,,Richmond City,15,Senior Connections: Capital Area Agency on Aging
RICHMOND 23225,,FOREST HILL,Richmond City,15,Senior Connections: Capital Area Agency on Aging
RICHMOND 23226,,WESTHAMPTON,Richmond City,15,Senior Connections: Capital Area Agency on Aging
,,Related,Local,,
Post Office,Zip Code,Post Office,Jurisdiction,AAA-PSA,AAA Name
RICHMOND,23227,AZALEA,Henrico Co,15,Senior Connections: Capital Area Agency on Aging
RICHMOND,23228,LAKESIDE,Henrico Co,15,Senior Connections: Capital Area Agency on Aging
RICHMOND,23229,REGENCY,Henrico Co,15,Senior Connections: Capital Area Agency on Aging
RICHMOND,23230,WEST END,Henrico Co,15,Senior Connections: Capital Area Agency on Aging
RICHMOND,23231,MILLERS,Henrico Co,15,Senior Connections: Capital Area Agency on Aging
RICHMOND,23232,MAIN POST OFFICE,Richmond City,15,Senior Connections: Capital Area Agency on Aging
RICHMOND,23233,RIDGE,Henrico Co,15,Senior Connections: Capital Area Agency on Aging
RICHMOND,23234,AMPTHILL,Chesterfield Co,15,Senior Connections: Capital Area Agency on Aging
RICHMOND,23235,BON AIR,Chesterfield Co,15,Senior Connections: Capital Area Agency on Aging
RICHMOND,23236,,Chesterfield Co,15,Senior Connections: Capital Area Agency on Aging
RICHMOND,23237,,Chesterfield Co,15,Senior Connections: Capital Area Agency on Aging
RICHMOND,23238,,Goochland Co,15,Senior Connections: Capital Area Agency on Aging
RICHMOND,23240,,Richmond City,15,Senior Connections: Capital Area Agency on Aging
RICHMOND,23241,CENTRAL STATION,Richmond City,15,Senior Connections: Capital Area Agency on Aging
RICHMOND,23242,,Henrico Co,15,Senior Connections: Capital Area Agency on Aging
RICHMOND,23249,,Richmond City,15,Senior Connections: Capital Area Agency on Aging
RICHMOND,23250,,Henrico Co,15,Senior Connections: Capital Area Agency on Aging
RICHMOND,23255,,Henrico Co,15,Senior Connections: Capital Area Agency on Aging
RICHMOND,23260,MAIN OFFICE,Richmond City,15,Senior Connections: Capital Area Agency on Aging
RICHMOND,23261,MAIN OFFICE,Richmond City,15,Senior Connections: Capital Area Agency on Aging
RICHMOND,23266,,Richmond City,15,Senior Connections: Capital Area Agency on Aging
RICHMOND,23269,,Richmond City,15,Senior Connections: Capital Area Agency on Aging
RICHMOND,23270,,Richmond City,15,Senior Connections: Capital Area Agency on Aging
RICHMOND,23272,BELL ATLANTIC,Richmond City,15,Senior Connections: Capital Area Agency on Aging
RICHMOND,23273,COUNTY OF HENRICO,Henrico Co,15,Senior Connections: Capital Area Agency on Aging
RICHMOND,23274,,Richmond City,15,Senior Connections: Capital Area Agency on Aging
RICHMOND,23275,,Richmond City,15,Senior Connections: Capital Area Agency on Aging
RICHMOND,23276,CAPITAL ONE,Richmond City,15,Senior Connections: Capital Area Agency on Aging
RICHMOND,23278,FIRST UNION BANK,Richmond City,15,Senior Connections: Capital Area Agency on Aging
RICHMOND,23279,,Henrico Co,15,Senior Connections: Capital Area Agency on Aging
RICHMOND,23280,,Henrico Co,15,Senior Connections: Capital Area Agency on Aging
RICHMOND,23282,,Richmond City,15,Senior Connections: Capital Area Agency on Aging
RICHMOND,23284,VCU/WEST,Richmond City,15,Senior Connections: Capital Area Agency on Aging
RICHMOND,23285,,Richmond City,15,Senior Connections: Capital Area Agency on Aging
RICHMOND,23286,,Richmond City,15,Senior Connections: Capital Area Agency on Aging
RICHMOND,23288,,Henrico Co,15,Senior Connections: Capital Area Agency on Aging
RICHMOND,23289,,Henrico Co,15,Senior Connections: Capital Area Agency on Aging
RICHMOND,23290,,Richmond City,15,Senior Connections: Capital Area Agency on Aging
RICHMOND,23291,,Richmond City,15,Senior Connections: Capital Area Agency on Aging
RICHMOND,23292,,Richmond City,15,Senior Connections: Capital Area Agency on Aging
,,Related,Local,,
Post Office,Zip Code,Post Office,Jurisdiction,AAA-PSA,AAA Name
RICHMOND,23293,,Richmond City,15,Senior Connections: Capital Area Agency on Aging
RICHMOND,23294,,Henrico Co,15,Senior Connections: Capital Area Agency on Aging
RICHMOND,23295,CAPITAL ONE,Henrico Co,15,Senior Connections: Capital Area Agency on Aging
RICHMOND,23297,,Chesterfield Co,15,Senior Connections: Capital Area Agency on Aging
RICHMOND,23298,VCU/MCV EAST,Richmond City,15,Senior Connections: Capital Area Agency on Aging
RIDGEWAY,24148,,Henry Co,12,Southern Area Agency on Aging	 Inc. 
RILEYVILLE,22650,,Page Co,07,Shenandoah Area Agency on Aging	 Inc. 
RINER,24149,FAIRVIEW,Montgomery Co,04,New River Valley Agency on Aging
RINGGOLD,24586,,Pittsylvania Co,12,Southern Area Agency on Aging	 Inc. 
RIPPLEMEAD,24150,KIMBALLTON,Giles Co,04,New River Valley Agency on Aging
RIXEYVILLE,22737,,Culpeper Co,09,Rappahannock-Rapidan Community Svs. Board
ROANOKE,24001,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE,24002,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE,24003,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE,24004,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE,24005,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE,24006,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE,24007,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE,24008,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE,24009,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE,24010,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE,24011,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE,24012,BONSACK,Roanoke Co,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE,24013,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE,24014,GARDEN CITY,Roanoke Co,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE,24015,GRANDIN ROAD,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE,24016,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE,24017,MELROSE,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE,24018,CAVE SPRING,Roanoke Co,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE,24019,HOLLINS,Roanoke Co,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE,24020,HOLLINS COLLEGE,Roanoke Co,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE,24022,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE,24023,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE,24024,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE,24025,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE,24026,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE,24027,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE,24028,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE,24029,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE,24030,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
,,Related,Local,,
Post Office  Zip Code,,Post Office,Jurisdiction,AAA-PSA,AAA Name
ROANOKE 24031,,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE 24032,,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE 24033,,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE 24034,,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE 24035,,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE 24036,,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE 24037,,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE 24038,,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE 24040,,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE 24042,,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE 24044,,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE 24048,,,Roanoke City,05,LOA - Area Agency on Aging	 Inc. 
ROANOKE 24050,,,Roanoke Co,05,LOA - Area Agency on Aging	 Inc. 
ROCHELLE 22738,,UNO,Madison Co,09,Rappahannock-Rapidan Community Svs. Board
ROCKBRIDGE BATHS 24473,,ROCKBRG BATHS,Rockbridge Co,06,Valley Program for Aging Services	 Inc. 
ROCKVILLE 23146,,,Hanover Co,15,Senior Connections: Capital Area Agency on Aging
ROCKY GAP 24366,,,Bland Co,03,District Three Senior Services
ROCKY MOUNT 24151,,FRANKLIN HEIGHTS,Franklin Co,12,Southern Area Agency on Aging	 Inc. 
ROLLINS FORK 22544,,,King George Co,16,Rappahannock Area Agency on Aging	 Inc. 
ROSE HILL 24281,,,Lee Co,01,Mountain Empire Older Citizens	 Inc 
ROSEDALE 24280,,,Russell Co,02,Appalachian Agency for Senior Citizens	 Inc. 
ROSELAND 22967,,LOWESVILLE,Nelson Co,10,Jefferson Area Board for Aging
ROUND HILL 20141,,,Loudoun Co,08D,Loudoun Co Area Agency on Aging
ROUND HILL 20142,,,Loudoun Co,08D,Loudoun Co Area Agency on Aging
ROWE 24646,,,Buchanan Co,02,Appalachian Agency for Senior Citizens	 Inc. 
RUBY 22545,,,Stafford Co,16,Rappahannock Area Agency on Aging	 Inc. 
RUCKERSVILLE 22968,,ADVANCE MILLS,Greene Co,10,Jefferson Area Board for Aging
RURAL RETREAT 24368,,GROSCLOSE,Wythe Co,03,District Three Senior Services
RUSTBURG 24588,,,Campbell Co,11,Central Virginia Area Agency on Aging	 Inc. 
RUTHER GLEN 22546,,RUTHERGLEN,Caroline Co,16,Rappahannock Area Agency on Aging	 Inc. 
RUTHVILLE 23147,,,Charles City Co,15,Senior Connections: Capital Area Agency on Aging
SAINT CHARLES 24282,,,Lee Co,01,Mountain Empire Older Citizens	 Inc 
SAINT PAUL 24283,,,Wise Co,01,Mountain Empire Older Citizens	 Inc 
SAINT STEPHENS CHURCH 23148,,CAUTHORNVILLE,King and Queen Co,17/18,Bay Aging
SALEM  24153,,BENNETT SPRINGS,Roanoke Co,05,LOA - Area Agency on Aging	 Inc. 
